Mês ;Unidade;Prefeitura regional;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
Setembro;SMUL/GTEC           ;SANTO AMARO                   ;2017.18.146-00;2003-1.018.407-6;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;18/09/2003;089.432.0005-6;S3.2;;Z8-CR4 LIND. Z2.;JABAQUARA;;MARLENE VIAN FERRAZ;427,27;AV  PEDRO BUENO 1344 ;26/09/2017;;;;;
Setembro;SMUL/GTEC           ;SAO MATEUS                    ;2017.16.963-00;2004-1.006.228-2;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;23/11/2004;150.115.0007-0;S2.3;;Z2.;ITAQUERA;;ANDRESSA PERES DE OLIVEIRA;298,00;R   PAULINO CURSI 000256 LT 23 QD BG;06/09/2017;SIGMA-PROJETOS DE ENGENHARIA CIVIL LTDA - ME;MARIA LUIZA SERRA CASTILHO;;;
Setembro;SMUL/GTEC           ;SAPOPEMBA                     ;2017.18.381-00;2003-1.060.883-6;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/11/2003;154.063.0037-6;S2;;Z2.;PQ. STA. MADALENA;;EIKEN YAMAGUCHI;179,00;AV  MANUEL PIMENTEL 00113 ;28/09/2017;;;;;
Setembro;SMUL/GTEC           ;SE                            ;2017.16.633-00;2003-1.004.122-4;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;01/08/2003;007.082.0394-9;"S2.1; C2.3";;Z5-002.;VILA BUARQUE;;BRASMOUNT IMOBILIARIA LTDA;273,92;R   REGO FREITAS 00553 ;01/09/2017;;;;;
Setembro;SMUL/GTEC           ;SE                            ;2017.17.098-00;2003-1.026.186-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/09/2003;020.064.0298-6;S2.1;;Z4-018.;SANTA CECILIA;;ELEVADORES ATLAS SCHINDLER S/A;472,45;R   AZEVEDO MARQUES 00021 TER;12/09/2017;MARCOS HERING DIAS DA SILVA;;;;
Setembro;SMUL/GTEC           ;SE                            ;2017.17.311-00;2004-1.015.738-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;27/12/2004;001.081.0025-1;S2.1;;Z5-002.;CENTRO;;W.B. MARKET EMPREENDIMENTOS E PARTICIPAÇÕES LTDA.;309,96;R   SAO BENTO 00272 276;14/09/2017;PAULO SERGIO DOS SANTOS;;;;
Setembro;SMUL/GTEC           ;SE                            ;2017.18.145-00;2003-1.015.157-7;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;12/09/2003;004.069.0047-7;"S; R";;Z2.;CAMBUCI;;CARLOS EDUARDO VETTORAZZO;397,89;R   BARAO DE JAGUARA 01033 ;26/09/2017;CLAUDIA FLORENZANO;;;;
Setembro;SMUL/GTEC           ;SE                            ;2017.18.384-00;2003-1.019.766-6;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;19/09/2003;007.026.0040-7;"R202; S2.9; C1";;Z4-023.;SANTA CECILIA;;IRMANDADE DA S CASA MISERICORDIA DE ITU;1.610,35;R   DONA VERIDIANA 00172 176 E 180;28/09/2017;MARIA VIRGINIA MUNIZ DA SILVA;;;;
Setembro;SMUL/GTEC           ;VILA MARIA/ VILA GUILHERME     ;2017.17.097-00;2003-1.057.671-3;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/11/2003;304.141.0032-5;C2.5;;Z2.;VILAGUILHERME;;AMA INCORPORACAO E PARTICIPACAO LTDA;749,20;R   DOS MACHADOS 00045 ;12/09/2017;GIL DE DEUS RODRIGUES;;;;
Setembro;SMUL/GTEC           ;VILA MARIA/ VILA GUILHERME     ;2017.18.382-00;2003-1.013.710-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;10/09/2003;065.069.0082-2;S3.1;;Z2.;JD JAPAO;;JOSE AUGUSTO JOAO;586,88;R   OSAKA 01063 ANTIGO N.1069;28/09/2017;GIL DE DEUS RODRIGUES;;;;
Setembro;SMUL/GTEC           ;VILA MARIA/ VILA GUILHERME     ;2017.18.504-00;2003-1.017.580-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;17/09/2003;066.241.0063-1;S2.1;;Z2.;VILA GUSTAVO;;BANCO BRADESCO S/A;2.133,03;AV  JULIO BUONO 002852 ;29/09/2017;DANILO FIRBIDA DE PAULA;;;;
Setembro;SMUL/GTEC           ;VILA MARIANA                  ;2017.16.964-00;2003-1.053.888-9;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;21/11/2003;045.008.0027-1;"E2.5; S1.4";;Z18-033.;INDIANOPOLIS;;COMUNIDADE BENEFICIENTE ORTODOXA SANTA MARIA;1.488,14;R   LUIS GOIS 02562 ;06/09/2017;;;;;
Setembro;SMUL/GTEC           ;VILA MARIANA                  ;2017.18.148-00;2003-1.001.623-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;17/07/2003;041.060.0104-7;"S1.1; C1.2; S2.1";;Z2.;MOEMA;;TINY PARK ESTACIONAMENTOS LTDA;565,50;R   DIOGO JACOME 00831 ;26/09/2017;MARCOS ALEXANDRE DA SILVA;;;;
Setembro;SMUL/GTEC           ;VILA PRUDENTE                 ;2017.16.956-00;2004-1.004.402-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;18/11/2004;118.533.0014-3;"C2.3; S1.1; S1.2; S1.9; R; S2.9";;Z2.;VL NAIR;;EDSON MARINHO RODRIGUES;525,00;AV  MORAIS COSTA 000102 JTO AO N 116;06/09/2017;RONALDO SEIJI YAMADA;;;;
Setembro;SMUL/PARHIS/G       ;ARICANDUVA/ FORMOSA/ CARRAO     ;2017.16.868-00;2016-0.147.188-9;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;28/06/2016;055.077.0053-2;H.M.P; ZM;ZONA MISTA DE ALTA DENSIDADE - A.;VILA CARRAO;122,75;RRR CONSTRUTORA E INCORPORADORA EIRELI;120,00;R   JOAO VIEIRA PRIOSTE 01371 ;05/09/2017;ANDREIA LUCIA CURCIO;;ANDREIA LUCIA CURCIO;;B: 1 P: 2 U: 2
Setembro;SMUL/PARHIS/G       ;CIDADE ADEMAR                 ;2017.17.313-00;2016-0.080.995-9;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;05/04/2016;120.161.0008-6;H.M.P; ZEU;EIXOS DE ESTRUTURACAO DA TRANSFORMACAO ;VL MARARI;805,23;EDISON PANHOTA;360,00;AV  MANUEL AUGUSTO DE ALVARENGA 00171 ;14/09/2017;OLINDA LOURENCO RAMOS;;OLINDA LOURENCO RAMOS;;B: 1 P: 3 U: 14
Setembro;SMUL/PARHIS/G       ;ITAQUERA                      ;2017.17.948-00;2016-0.160.532-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;14/07/2016;114.126.0005-6;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;AQUERA;636,38;MARIA DE LOURDES SOUZA LANDIM E OUTROS;440,00;R   SEN GEORGINO AVELINO 00443 VL CARMOZINA  IT;22/09/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 7
Setembro;SMUL/PARHIS/G       ;PENHA                         ;2017.16.767-00;2016-0.132.305-7;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;09/06/2016;058.227.0008-1;HIS 2; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VILA MATILDE;442,68;INICIAL CONSTRUCOES E EMPREENDIMENTOS IMOBILIARIOS LTDA-ME;305,00;R   ANTONIO CARLOS DOS SANTOS 00403 ;04/09/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 4 U: 8
Setembro;SMUL/PARHIS/G       ;PENHA                         ;2017.16.935-00;2016-0.115.050-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;18/05/2016;061.093.0005-5;EHIS; ZEU;ZONA MISTA DE MEDIA DENSIDADE.;VILA MATILDE;770,30;WEF CONSTR E INCORPORADORA;300,00;R   CAPIACACI 00168 ;06/09/2017;EVANDRO PACHECO JANUARIO;;;;B: 1 P: 5 U: 20
Setembro;SMUL/PARHIS/G       ;PENHA                         ;2017.17.061-00;2016-0.200.650-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;02/09/2016;058.222.0011-7;HIS 2; ZM;ZONA MISTA DE BAIXA DENSIDADE.;PENHA;717,37;INICIAL CONSTRUCOES E EMPREENDIMENTOS IMOBILIARIOS LTDA ME;300,00;R   DOM JOAQUIM DE OLIVEIRA 00282 ;11/09/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 4 U: 15
Setembro;SMUL/PARHIS/G       ;PENHA                         ;2017.17.101-00;2016-0.188.670-1;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;18/08/2016;057.174.0042-1;HIS; ZEUP;ZONA MISTA DE BAIXA DENSIDADE.;VILA MATILDE;747,31;FERNANDES ALBUQUERQUE EMPREITEIRA EIRELI - ME;304,08;R   ATAULFO DE PAIVA 00111 ;12/09/2017;EVANDRO PACHECO JANUARIO;;;;
Setembro;SMUL/PARHIS/G       ;PENHA                         ;2017.18.357-00;2013-0.149.578-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;24/05/2013;058.162.0020-8;H.M.P; ZM-2;Z3-111.;VILA MATILDE;548,25;GILBERTO SHIZUO IOCAMURA;360,00;R   FERNAO ALBERNAZ 308 ;28/09/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 4
Setembro;SMUL/PARHIS/G       ;SANTANA/ TUCURUVI              ;2017.18.044-00;2016-0.199.779-1;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;01/09/2016;071.466.0265-6;"NR1; HIS 2"; ZEIS-5;ZONA MISTA DE BAIXA DENSIDADE.;SANTANA;4.030,85;ANDERSON CLAYTON DE ALBUQUERQUE CONSTRUCOES - ME;2.111,88;AV  ULTRAMARINO 99999 ;25/09/2017;RUTH DE SOUZA ALVES;;RUTH DE SOUZA ALVES;;B: 1 P: 4 U: 20
Setembro;SMUL/PARHIS/G       ;SAO MIGUEL                    ;2017.16.873-00;2015-0.283.146-1;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;22/10/2015;112.396.0015-0;H.M.P; ZM-2;Z2.;VL JACUI;1.814,05;CONSTRUCAJ EMPREENDIMENTOS CONSTRUCOES LTDA       ;1.000,00;R   ELITA 00054 A;05/09/2017;AILTON PAULA DIAS;;AILTON PAULA DIAS;;B: 1 P: 2 U: 20
Setembro;SMUL/PARHIS-1       ;CASA VERDE/ CACHOEIRINHA       ;2017.18.268-00;2017-0.101.679-2;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;23/06/2017;305.086.0004-6;"NR1; HIS 2"; ZC;ZONA DE CENTRALIDADE POLAR - A.;CACHOEIRINHA;444,87;JOSE ROBERTO CUSATO;339,50;AV  PARADA PINTO 01164 ;27/09/2017;VITOR BASILE;;VITOR BASILE;;B: 1 P: 3 U: 4
Setembro;SMUL/PARHIS-1       ;CIDADE ADEMAR                 ;2017.18.366-00;2016-0.067.132-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;21/03/2016;172.065.0003-9;HIS 2; MA/003;ZONA MISTA DE PROTECAO AMBIENTAL.;CID JULIA;735,88;LOPES CABRERA CONSTRUTORA LTDA-ME;422,90;R   MARIA BALADES CORREA 00064 ;28/09/2017;GENARO EMILIO PERUGINO;;GENARO EMILIO PERUGINO;;B: 1 P: 3 U: 14
Setembro;SMUL/PARHIS-1       ;GUAIANASES                    ;2017.01.711-03;2017-0.069.080-5;APOSTILAMENTO DE AUTO DE REGULARIZACAO;26/04/2017;136.348.0024-1;EHIS; ZEIS-1/L142;Z2.;GUAIANAZES;;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO;683,82;R   MANOEL ANTONIO G.BASTOS 00052 LT 17B A 17 G QD 06A;28/09/2017;;;;;
Setembro;SMUL/PARHIS-1       ;GUAIANASES                    ;2017.18.249-00;2017-0.035.131-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;24/02/2017;115.332.0007-5;HIS 2; ZEIS-1;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;JD ABEL;347,93;MEIRELES IMOVEIS EMPREENDIMENTOS IMOBILIARIOS EIRELI ME;165,30;R   LEON VALLAS 00053 ;27/09/2017;SILVANA MATEUS ROMERO;;SILVANA MATEUS ROMERO;;B: 1 P: 3 U: 6
Setembro;SMUL/PARHIS-1       ;ITAIM PAULISTA                ;2017.16.933-00;2017-0.036.461-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;02/03/2017;139.383.0004-2;"H.M.P; HIS 2"; ZC;ZONA MISTA DE MEDIA DENSIDADE.;CURUCA;1.878,14;BM7 EMPREENDIMENTOS IMOBILIARIOS EIRELI;2.002,00;R   JOAQUIM LEAL 00550 ;06/09/2017;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;"B: 1 P: 2 U: 31; B: 1 P: 2 U: 1; B: 1 P: 1 U: 0"
Setembro;SMUL/PARHIS-1       ;ITAIM PAULISTA                ;2017.16.933-01;2017-0.036.461-4;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;02/03/2017;139.383.0004-2;"H.M.P; HIS 2"; ZC;ZONA MISTA DE MEDIA DENSIDADE.;CURUCA;1.878,14;BM7 EMPREENDIMENTOS IMOBILIARIOS EIRELI;2.002,00;R   JOAQUIM LEAL 00550 ;27/09/2017;;;;;
Setembro;SMUL/PARHIS-1       ;ITAQUERA                      ;2017.16.212-01;2016-0.201.339-6;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;02/09/2016;114.127.0085-9;"H.M.P; HIS 2; HIS 1"; ZEIS-2;ZONA MISTA DE MEDIA DENSIDADE.;ITAQUERA;30.684,42;DONATO GIANNELLA;6.500,00;R   LAGOA DO CAMPELO 52 66;18/09/2017;;;;;
Setembro;SMUL/PARHIS-1       ;ITAQUERA                      ;2017.16.905-00;2017-0.012.069-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;19/01/2017;144.161.0008-5;EZEIS; ZEIS-5;ZONA MISTA DE MEDIA DENSIDADE.;ITAQUERA;12.932,79;PLANO XINGU EMPREENDIMENTOS IMOB.LTDA             ;4.351,00;R   VICTORIO SANTIM 2798 ;05/09/2017;;;RODRIGO SOBREIRO;;"B: 1 P: 16 U: 124; B: 1 P: 18 U: 142"
Setembro;SMUL/PARHIS-1       ;ITAQUERA                      ;2017.18.229-00;2017-0.124.134-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;04/08/2017;138.081.0006-1;HIS 2; ZM;ZONA MISTA DE BAIXA DENSIDADE.;UERA;1.733,65;ORLANDO AUGUSTO MALTA;800,00;R   JUCARAL 00039 LT 10 QD 43 ITAQ;27/09/2017;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 20
Setembro;SMUL/PARHIS-1       ;ITAQUERA                      ;2017.18.231-00;2017-0.101.419-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;22/06/2017;138.053.0026-2;HIS 2; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VL 15 DE NOVEMBRO;1.190,42;MEIRELES IMOVEIS EMPREENDIMENTOS IMOBILIARIOS EIRELI ME;400,00;R   JUCURUCU 00850 ;27/09/2017;SILVANA MATEUS ROMERO;;SILVANA MATEUS ROMERO;;B: 1 P: 4 U: 18
Setembro;SMUL/PARHIS-1       ;LAPA                          ;2016.11.711-02;2017-0.119.338-4;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;27/07/2017;097.017.0010-4;HIS 2; ZM;ZONA MISTA DE ALTA DENSIDADE - A.;VILA LEOPOLDINA;;MAR VIENA DESENVOLVIMENTO IMOBILIARIO LTDA;8.000,00;R   HASSIB MOFARREJ 647 ;06/09/2017;;;;;
Setembro;SMUL/PARHIS-1       ;MOOCA                         ;2017.18.242-00;2017-0.117.843-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;25/07/2017;062.154.0019-1;HIS 2; ZEUP;ZONA DE CENTRALIDADE POLAR - A.;TATUAPE;562,20;JULIO JOSE MOCARZEL;196,00;R   ICARAI 00261 ;27/09/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 5 U: 12
Setembro;SMUL/PARHIS-1       ;PENHA                         ;2017.07.248-01;2017-0.114.768-4;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;18/07/2017;059.073.0028-0;HIS 2; ZM-1/014;Z2.;VILA ESPERANCA;1.029,76;HENRIQUE DA SILVA;580,00;R   GILDA 00102 ;28/09/2017;KLEBER AUGUSTO PUPO MENDONCA;;KLEBER AUGUSTO PUPO MENDONCA;;B: 1 P: 2 U: 14
Setembro;SMUL/PARHIS-1       ;PENHA                         ;2017.17.061-01;2016-0.200.650-0;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;02/09/2016;058.222.0011-7;HIS 2; ZM;ZONA MISTA DE BAIXA DENSIDADE.;PENHA;717,37;INICIAL CONSTRUCOES E EMPREENDIMENTOS IMOBILIARIOS LTDA ME;300,00;R   DOM JOAQUIM DE OLIVEIRA 00282 ;28/09/2017;;;;;B: 1 P: 4 U: 15
Setembro;SMUL/PARHIS-1       ;PENHA                         ;2017.18.262-00;2017-0.073.920-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;05/05/2017;059.039.0069-0;"H.M.P; HIS 2"; ZC;ZONA DE CENTRALIDADE POLAR - A.;VILA GRANADA;935,70;PAULO ROBERTO SIMOES CALDAS;400,00;R   DONA AURORA GUIMARAES 00103 ;27/09/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 4 U: 25
Setembro;SMUL/PARHIS-1       ;PENHA                         ;2017.18.365-00;2017-0.054.154-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;30/03/2017;061.071.0003-2;HIS 2; ZM;ZONA MISTA DE BAIXA DENSIDADE.;PENHA DE FRANCA;615,46;TOBIAS DE PESTANA FARIA;400,00;R   LEOPOLDO DE FREITAS 00427 ;28/09/2017;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 3 U: 12
Setembro;SMUL/PARHIS-1       ;PENHA                         ;2017.18.368-00;2017-0.058.997-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;06/04/2017;058.047.0017-0;HIS; ZEU;EIXOS DE ESTRUTURACAO DA TRANSFORMACAO ;VL GUILHERMINA;873,91;FP FERNANDES EMPREITEIRA LTDA ME;375,00;AV  GENERAL LAMARTINE 00008 ;28/09/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 4 U: 19
Setembro;SMUL/PARHIS-1       ;PENHA                         ;2017.18.489-00;2016-0.275.203-2;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;20/12/2016;059.137.0034-1;HIS 2; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VILA RE;984,84;MONTE MAGNO EMPRENDIMENTOS IMOBILIARIOS LTDA;500,00;R   SAO SERAPIAO 00623 VL RE;29/09/2017;;;MARIA INES ROLIM;;B: 1 P: 3 U: 29
Setembro;SMUL/PARHIS-1       ;SANTANA/ TUCURUVI              ;2017.13.042-01;2017-0.117.030-9;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;24/07/2017;069.128.0079-3;HIS; ZM-2/007;Z2.;SANTANA;;SEC.DE ESTADO DOS DIREITOS DA PESSOA C/DIFICIENCIA;;R   VOLUNTARIOS DA PATRIA 99999 ;28/09/2017;;;MARISTELA MIGUEL LOPEZ;;
Setembro;SMUL/PARHIS-1       ;SAO MIGUEL                    ;2017.18.235-00;2017-0.044.702-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;16/03/2017;114.009.0001-7;HIS 2; ZM;ZONA MISTA DE BAIXA DENSIDADE.;SAO MIGUEL;1.086,07;COSTANA EMPREENDIMENTOS IMOBILIARIOS LTDA;500,00;R   LAURENTINO XAVIER DOS SANTOS 542 ;27/09/2017;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 12
Setembro;SMUL/PARHIS-1       ;SE                            ;2015.19.657-02;2017-0.126.275-0;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;09/08/2017;005.046.0022-2;"HIS 2; H.M.P"; ZEIS-5/C004;Z5-002.;SE;6.521,04;RUA DOS ESTUDANTES EMPREENDIMENTO IMOBILIARIO SPE LTDA;1.081,92;R   DOS ESTUDANTES 000357 ;06/09/2017;;;;;B: 1 P: 19 U: 176
Setembro;SMUL/PARHIS-1       ;SE                            ;2017.06.277-03;2017-0.116.596-8;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;21/07/2017;006.032.0019-2;HIS;;ZONA DE CENTRALIDADE POLAR - B.;SE;;CIA METROPOLITANA DE HABITACAO DE SAO PAULO COHAB;582,00;AV  NOVE DE JULHO 00208 ;29/09/2017;;;;;
Setembro;SMUL/PARHIS-1       ;SE                            ;2017.17.521-00;2016-0.273.671-1;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;19/12/2016;010.027.0033-7;"R2V; HIS 2"; ZC;ZONA DE CENTRALIDADE POLAR - B.;BELA VISTA;;EDLA FILIZOLA JORDAN;;R   FREI CANECA 00351 ;18/09/2017;THIAGO SANCHES LADARIO;;MARCELO AUGUSTO FERNANDES BARTOLO;;
Setembro;SMUL/PARHIS-2       ;BUTANTA                       ;2017.16.934-00;2015-0.303.612-6;ALVARA DE APROVACAO DE EDIFICACAO NOVA;12/11/2015;082.285.0010-6;H.M.P; ZC;ZONA MISTA DE BAIXA DENSIDADE.;BUTANTA;8.580,53;G34 EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.;3.131,61;R   PANGARE 462 ;06/09/2017;FAWER ENGENHARIA E PROJETOS LTDA;WILSON ABY ZAYAN FELDBERG FILHO;UNIARQ ARQUITETURA LTDA;"LUIZ FREDERICO RANGEL DE FREITAS                            ; PAULO DE ABREU SAMPAIO";B: 1 P: 10 U: 136
Setembro;SMUL/PARHIS-2       ;ERMELINO MATARAZZO            ;2017.16.713-00;2016-0.109.335-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;11/05/2016;111.441.0033-9;H.M.P; ZEIS-3 / ZEIS-3/L172;ZONA MISTA DE MEDIA DENSIDADE.;ERMELINO MATARAZZO;657,42;RITA DE CASSIA BRICHESE E OUTROS;400,00;R   CRISTOVAO DE FIGUEIREDO 00041 JD BELEM;04/09/2017;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 2 U: 10
Setembro;SMUL/PARHIS-2       ;ERMELINO MATARAZZO            ;2017.17.632-00;2013-0.147.243-0;ALVARA DE EXECUCAO DE REFORMA;22/05/2013;110.319.0065-8;H.M.P; ZM-2;Z2.;SAO MIGUEL PAULISTA;;NELSON PEDRO AMARAL;;R   UTRECHT 00086 ;19/09/2017;ALDINEI PAULA DIAS;;ALDINEI PAULA DIAS;;
Setembro;SMUL/PARHIS-2       ;GUAIANASES                    ;2016.06.008-01;2016-0.223.264-0;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/10/2016;115.250.0008-9;EHMP; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VL P ISABEL;2.899,20;ACL CONSTRUTORA E INCORPORADORA LTDA;1.000,00;R   SERRA DO MAR 000030 LT 2/3 QD X;14/09/2017;LUIS ANTONIO FERNANDES;;LUIS ANTONIO FERNANDES;;B: 1 P: 7 U: 42
Setembro;SMUL/PARHIS-2       ;ITAIM PAULISTA                ;2017.18.037-00;2014-0.268.899-3;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;23/09/2014;139.059.0007-5;EHMP; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VILA NOVA CURUCA;;JOAO ENRIQUE GENUINO DE MORAES;;R   ANANAI 00134 LT 7 QD 47;25/09/2017;HEITOR AUGUSTO SANTOS;;HEITOR AUGUSTO SANTOS;;
Setembro;SMUL/PARHIS-2       ;ITAQUERA                      ;2017.17.384-00;2015-0.066.286-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/03/2015;114.189.0001-9;H.M.P; ZEUP;ZONA MISTA DE MEDIA DENSIDADE.;VL CAMPANELA;1.036,70;AZ INCORPORAÇÕES IMOBILIÁRIAS LTDA.;787,00;R   PAULO FRONTIM 00499 ;15/09/2017;LUIS ANTONIO PASSONI;;LUIS ANTONIO PASSONI;;B: 1 P: 2 U: 14
Setembro;SMUL/PARHIS-2       ;ITAQUERA                      ;2017.17.750-00;2016-0.244.156-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;01/11/2016;113.289.0045-1;H.M.P; ZEU;ZONA MISTA DE MEDIA DENSIDADE.;VL MATILDE;197,50;ANTONIO JANUARIO DOS SANTOS FILHO                 ;197,00;R   CANHAMO DO CANADA 00065 ;20/09/2017;MARIA INES ROLIM;;MARIA INES ROLIM;;B: 1 P: 2 U: 3
Setembro;SMUL/PARHIS-2       ;ITAQUERA                      ;2017.17.936-00;2016-0.218.548-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;27/09/2016;114.341.0013-7;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;ITAQUERA;398,68;TEC R CONSTRUTORA E INCORPORADORA EIRELI-ME;400,00;R   SAO FRANCISCO DO PIAUI 00086 ;22/09/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 7
