Mês;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2016.09.616-00;2015-0.137.185-8;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;26/05/2015;;NR2-03;;Z2.;VILA MARIANA;;POSTO TOPAZIO LTDA;;R   PAULA NEY 352 ;23/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2016.10.024-00;2015-0.095.560-0;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;14/04/2015;;NR2-03;;Z2.;JD GLORIA;;OURO VELHO AUTOMOVEIS E SERVICOS LTDA;;R   CORONEL DIOGO 00650 ;31/05/2016;EDUARDO POSTIGO DOS SANTOS;;;;
maio;SEL/SEGUR-4         ;VILA PRUDENTE                 ;2012.37.702-02;2015-0.336.609-6;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;17/12/2015;;NR2-03;;Z2.;VILA EMA;;POSTO DE SERVICOS RALLY LTDA;;AV  VILA EMA 002555 ;09/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA PRUDENTE                 ;2016.09.614-00;2015-0.000.917-9;RECONS. DE DESPACHO DE ALVARA DE APROV. E EXEC. P/ INSTALACAO DE EQUIPAMENTO;05/01/2015;;NR2-03;;Z2.;VL IGUASSU;;RICARDO TACORONTE;;R   SANTA ZITA 20 ESQ 3 LAGOAS;23/05/2016;;;;;
maio;SEL/SEGUR-4         ;;2014.25.030-01;2015-0.312.711-3;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;24/11/2015;;NR2-03;;  ;GUAINAZES;;REDE CRISTAL SAO PAULO LTDA;;AV  RAGUEB CHOHFI 007850 ;09/05/2016;;;;;
maio;SEL/SERVIN-G        ;FREGUESIA/ BRASILANDIA         ;2016.09.688-00;2012-0.145.516-9;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;22/05/2012;;"NR2-02; NR1-04";;Z3-007.;VILA BRASILANDIA;1.742,03;AMERICO ALMEIDA DA SILVA;1.078,02;R   PARAPUA 01433 ;24/05/2016;CARLA RAMPANI;;CARLA RAMPANI;;B: 1 P: 2 U: 0
maio;SEL/SERVIN-G        ;PINHEIROS                     ;2016.08.854-00;2015-0.137.541-1;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;26/05/2015;;NR1-04;;Z2.;ITAIM BIBI;;LUYMAK INCORP. E PART. -  EMPR.  DE PROP. ESPECIFICOS LTDA;1.425,87;AV  HORACIO LAFER 160 ;12/05/2016;GENSLER SERVICOS DE DESIGN DO BRASIL LTDA.;LUIZ GUSTAVO BARBOSA DE CAMPOS;GENSLER SERVICOS DE DESIGN DO BRASIL LTDA.;LUIZ GUSTAVO BARBOSA DE CAMPOS;B: 1 P: 12 U: 0
maio;SEL/SERVIN-G        ;VILA MARIANA                  ;2016.09.774-00;2015-0.167.189-4;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;26/06/2015;;"NR1-04; NR2-08";;  ;VILA MARIANA;189,60;CORONEL OSCAR PORTO  74  EMPREEND IMOB LTDA;810,00;R   CORONEL OSCAR PORTO 00070 74;25/05/2016;ALBERTO SEVERINO COSTA;;JOSE LUIZ FURTADO GOUVEIA;;B: 1 P: 7 U: 0
maio;SEL/SERVIN-1        ;JACANA/ TREMEMBE               ;2013.34.671-01;2016-0.049.140-1;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;01/03/2016;;NR1-04;;  ;JACANA;2.914,35;MARCA ENGENHARIA E EMPREENDIMENTOS LTDA;1.050,00;AV  LUIS STAMATIS 000362 ;09/05/2016;;;;;B: 1 P: 13 U: 0
maio;SEL/SERVIN-1        ;LAPA                          ;2016.09.385-00;2012-0.174.078-5;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;19/06/2012;;NR1-04;;Z8-CR2 LIND. Z3.;PERDIZES;;TAMBAU IMOVEIS PARTICIPACOES S/A;834,91;R   CARDOSO DE ALMEIDA 1460 ;19/05/2016;GERALDO BORGES FORTES;;;;
maio;SEL/SERVIN-1        ;PINHEIROS                     ;2013.33.687-01;2016-0.101.607-3;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;03/05/2016;;NR1-04;;  ;PINHEIROS;;MOURATO FORTE EMPREENDIMENTOS E PARTICIPACOES LTDA.;;R   MOURATO COELHO 000936 ;17/05/2016;;;;;
maio;SEL/SERVIN-1        ;VILA MARIANA                  ;2016.10.067-00;2013-0.266.261-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;12/09/2013;;NR3-04;;Z18-033.;SAUDE;12.067,48;SECOVI-SP / SIND EMPR COMPR VEND LOC ADM IMOV RES COM SP;2.281,98;R   LUIS GOIS 02029 ;31/05/2016;SAMIR ABDENOUR;;ARQUITETURA JULIO NEVES LTDA.;;B: 1 P: 5 U: 0
maio;SEL/SERVIN-2        ;LAPA                          ;2015.29.417-02;2016-0.088.576-0;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/04/2016;;NR3-04;;  ;BARRA FUNDA;17.063,40;SOCIEDADE HEBRAICO BRASILEIRA RENASCENCA;13.374,06;R   INHAUMA 000315 ;24/05/2016;;;;;"B: 1 P: 4 U: 0; B: 1 P: 1 U: 0; B: 1 P: 1 U: 0; B: 1 P: 3 U: 0; B: 1 P: 4 U: 0"
maio;SEL/SERVIN-2        ;SANTO AMARO                   ;2016.10.059-00;2013-0.003.234-7;ALVARA DE APROVACAO DE REFORMA;04/01/2013;;NR2-04;;  ;CAMPO GRANDE;170,55;HUSSEIN ALI HUSSEIN IBRAHIM TAHA;1.040,00;AV  NOSSA SENHORA DE SABARA 02375 ;31/05/2016;EVANDRO LUIZ DE MELLO FORTUNATO;;EVANDRO LUIZ DE MELLO FORTUNATO;;
maio;SEL/SERVIN-2        ;SE                            ;2015.02.021-01;2015-0.142.729-2;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;01/06/2015;;"NR1-02; NR2-07";;Z4-018.;SANTA CECILIA;565,69;LUIZ AUGUSTO EMPREENDIMENTOS IMOBILIARIOS E PARTIC. LTDA.;716,60;R   DR ALBUQUERQUE LINS 00844 ;31/05/2016;REINALDO GOLDBACH;;REINALDO GOLDBACH;;B: 1 P: 3 U: 0
maio;SEL/SERVIN-2        ;SE                            ;2016.08.480-00;2009-0.361.456-8;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;10/12/2009;;NR3-04;;  ;BELA VISTA;25.397,05;HOSPITAL NOVE DE JULHO S/A;6.446,59;R   PEIXOTO GOMIDE 000545 557,569,613,625,647;05/05/2016;AFONSO FRANCA ENGENHARIA E COMERCIO LTDA;OSCAR FAVERO JUNIOR;SANDRA PAULA FIORENTINI;;"B: 2 P: 14 U: 0; B: 1 P: 8 U: 0; B: 1 P: 6 U: 0; B: 1 P: 10 U: 0; B: 1 P: 10 U: 0"
maio;SEL/SERVIN-3        ;M BOI MIRIM                   ;2016.09.396-00;2015-0.297.130-1;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;06/11/2015;;NR2-07;;Z2.;JARDIM SAO LUIS;1.475,80;SERVICO SOCIAL DO COMERCIO;20.312,00;ES  DO CAMPO LIMPO 00288 ;19/05/2016;AMILCAR JOAO GAY FILHO;;MARCELO NEPOMUCENO DUARTE;;B: 2 P: 1 U: 0
maio;SEL/SERVIN-3        ;PINHEIROS                     ;2004.11.231-02;2011-0.105.688-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;18/04/2011;;NR3-04;;Z5-004.;JARDIM PAULISTA;15.556,51;DARIEN PARTICIPACOES LTDA;2.203,31;AV  PAULISTA 1063 ;11/05/2016;MARCELO RODRIGUES SARVAS;;AFLALO & GASPERINI ARQUITETOS LTDA;;B: 1 P: 10 U: 0
maio;SEL/SERVIN-3        ;PINHEIROS                     ;2016.08.622-00;2014-0.159.143-0;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;05/06/2014;;NR2-04;;  ;ITAIM BIBI;;STAN-EMPRENDIMENTOS E PARTICIPACOES LTDA;6.063,61;AV  BRIGADEIRO FARIA LIMA 04300 10. ANDAR;09/05/2016;TRIX ARQUITETURA S/C LTDA;JOAO VICENTE SIMAO CUNHA;TRIX ARQUITETURA S/C LTDA;JOAO VICENTE SIMAO CUNHA;B: 1 P: 16 U: 0
maio;SEL/SERVIN-3        ;SANTANA/ TUCURUVI              ;2016.09.045-00;2012-0.299.510-8;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;18/10/2012;;"NR1-04; NR1-02; R2H-02";;Z2.;TUCURUVI;104,34;ANIBAL MARTINS ANTUNES;826,81;AV  GUAPIRA 00234 230 A 246;16/05/2016;VERA ALICE OLIVEIRA DOS SANTOS;;VERA ALICE OLIVEIRA DOS SANTOS;;B: 1 P: 3 U: 0
maio;SEL/SERVIN-3        ;SANTANA/ TUCURUVI              ;2016.10.069-00;2011-0.352.825-0;ALVARA DE APROVACAO DE EDIFICACAO NOVA;13/12/2011;;NR3-04;;Z8-057.;VILA GUILHERME;54.072,10;253 PARTICIPACOES LTDA;35.005,00;R   MARIA PRESTES MAIA 330 ;31/05/2016;AFLALO & GASPERINI ARQUITETOS LTDA;LUIZ FELIPE AFLALO HERMAN;AFLALO & GASPERINI ARQUITETOS LTDA;LUIZ FELIPE AFLALO HERMAN;B: 1 P: 4 U: 0
maio;SEL/SERVIN-3        ;SANTO AMARO                   ;2013.21.979-01;2014-0.100.304-0;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;08/04/2014;;NR3-04;;Z6-039.;SANTO AMARO;205.891,20;BROOKFIELD SAO PAULO EMPREENDIMENTOS IMOBILIARIOS S/A;25.590,21;AV  DAS NACOES UNIDAS 017007 ;12/05/2016;BROOKFIELD SAO PAULO EMPREENDIMENTOS IMOBILIARIOS S.A;LUIZ CARLOS DE ABREU JUNIOR;BOTTI RUBIN ARQUITETOS ASSOCIADOS S/S;MARC BORIS RUBIN;"B: 1 P: 29 U: 0; B: 1 P: 32 U: 0"
maio;SEL/SERVIN-3        ;SE                            ;2015.14.745-03;2015-0.270.617-9;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;08/10/2015;;NR1;;  ;CONSOLACAO;;ANGELICA BUSINESS EMPREENDIMENTOS E PARTICIPACOES LTDA;1.114,79;AV  ANGELICA 002220 ;19/05/2016;;;;;B: 1 P: 11 U: 0
junho;SEL/COMIN-G         ;PINHEIROS                     ;2016.11.414-00;2006-0.171.585-0;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;28/06/2006;;NR3-04;;Z5-003.;CINEMA 1;801,25;BOMBONIERES RIBEIRAO PRETO LTDA;14.561,20;AV  PAULISTA 02073 LIVRARIA CULTURA;20/06/2016;VALOR SERVICOS DE CONSTRUCAO CIVIL LTDA;GUSTAVO CIONGOLI NETO;VALOR SERVICOS DE CONSTRUCAO CIVIL LTDA;GUSTAVO CIONGOLI NETO;
junho;SEL/COMIN-G         ;SE                            ;2016.10.355-00;2012-0.353.378-7;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;19/12/2012;;"NR2-09; NR1-04";;Z12-002.;BELAVISTA;0,00;SERRANO EMPREENDIMENTOS E PARTICIPACOES LTDA;1.002,75;R   CINCINATO BRAGA 00388 ;03/06/2016;ARIEL ALVES AXELSON;;;;B: 1 P: 4 U: 0
junho;SEL/COMIN-1         ;CAMPO LIMPO                   ;2016.11.421-00;2015-0.305.139-7;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/11/2015;;NR2;;  ;VL ANDRADE;2.123,98;ELIO SCARDOELI;1.543,13;R   DEPUTADO JOAO SUSSUMU HIRATA 000000 ;20/06/2016;ELIO SCARDOELI;;ELIO SCARDOELI;;B: 0 P: 4 U: 0
junho;SEL/COMIN-1         ;IPIRANGA                      ;2016.11.904-00;2015-0.025.584-6;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;30/01/2015;;"NR1-04; NR2-02; NR2-09";;Z2.;MOINHO VELHO;2.133,87;AKRON COMERCIAL - DISTR. DE PROD. E ALIM. DE USO ANIMAL LTDA;8.907,64;AV  PRESIDENTE TANCREDO NEVES 00525 ;28/06/2016;DENISE MARTINS MENDES;;DENISE MARTINS MENDES;;
junho;SEL/COMIN-1         ;SAO MATEUS                    ;2016.11.916-00;2014-0.247.600-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/09/2014;;NR2-02;;  ;IGUATEMI;23.800,00;ADMINISTRADORA DE BENS ONELPO LTDA;25.479,42;AV  RAGUEB CHOHFI 04831 4853;28/06/2016;LEANDRO DESTRO;;LEANDRO DESTRO;;B: 1 P: 2 U: 0
junho;SEL/COMIN-1         ;SE                            ;2016.07.984-01;2014-0.192.391-3;APOSTILAMENTO DE AUTO DE REGULARIZACAO;16/07/2014;;NR2-02;;Z5-002.;CENTRO;;ALEXANDRE AUGUSTO BAPTISTA DA COSTA;284,87;R   BARAO DE PARANAPIACABA 00073 E 83;13/06/2016;;;;;
junho;SEL/COMIN-2         ;CASA VERDE/ CACHOEIRINHA       ;2016.11.957-00;2016-0.029.882-2;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;05/02/2016;;NR2-09;;Z6-059.;LIMAO;964,85;EDYRAMI EMPREENDIMENTOS E PARTICIPACOES LTDA;4.582,50;R   AMEDEA CENTINI 00213 1/16 QD 8 JD DO;28/06/2016;MIRO-CONSTRUTORA LTDA;ANDRE ROEMER;MIRO-CONSTRUTORA LTDA;ANDRE ROEMER;B: 1 P: 3 U: 0
junho;SEL/COMIN-2         ;JACANA/ TREMEMBE               ;2016.11.525-00;2014-0.264.462-7;ALVARA DE APROVACAO DE EDIFICACAO NOVA;18/09/2014;;"NR2-03; NR1-02";;Z2.;JACANA;455,26;VALDEMIR RAMALHO;892,28;R   BENJAMIN PEREIRA 00346 ;21/06/2016;;;LOWENTHAL & GIAQUINTO ARQUITETOS LTDA;;B: 1 P: 1 U: 0
junho;SEL/COMIN-2         ;JACANA/ TREMEMBE               ;2016.11.528-00;2014-0.264.462-7;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;18/09/2014;;"NR2-03; NR1-02";;Z2.;JACANA;;VALDEMIR RAMALHO;;R   BENJAMIN PEREIRA 00346 ;21/06/2016;;;LOWENTHAL & GIAQUINTO ARQUITETOS LTDA;;
junho;SEL/COMIN-3         ;CAMPO LIMPO                   ;2012.01.932-03;2015-0.100.003-5;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;17/04/2015;;NR3-04;;Z8-CR4 LIND. Z2.;VL ANDRADE;93.910,78;MORUMBI TOWN CENTER EMPREEND IMOBILIARIOS LTD;22.840,00;AV  GIOVANNI GRONCHI 05930 ;29/06/2016;;;;;B: 1 P: 8 U: 0
junho;SEL/COMIN-3         ;ITAQUERA                      ;2011.50.610-02;2016-0.138.180-4;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;16/06/2016;;NR2-19;;  ;JOSE BONIFACIO;895,78;PEPSICO DO BRASIL LTDA;51.165,58;R   JAIME RIBEIRO WRIGHT 01200 ;30/06/2016;;;;;B: 0 P: 2 U: 0
junho;SEL/COMIN-3         ;LAPA                          ;2016.11.419-00;2015-0.325.540-5;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;07/12/2015;;NR2-02;;Z6-015.;VILA LEOPOLDINA;0,00;CARREFOUR COMERCIO E INDUSTRIA LTDA;15.298,98;AV  JOSE CESAR DE OLIVEIRA 00500 ;20/06/2016;CLAUDIO DESONTINI;;CLAUDIO DESONTINI;;
junho;SEL/COMIN-3         ;PIRITUBA                      ;2014.27.585-01;2016-0.129.673-4;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;07/06/2016;;IND-1B;;  ;PARADA TAIPAS;;TEXTIL LAPO S/A;10.387,25;R   ANTONIO DE NAPOLI 00385 ;14/06/2016;;;;;B: 1 P: 3 U: 0
junho;SEL-G               ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.12.168-00;2004-1.015.051-3;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;27/12/2004;;C2.3;;Z2.;TATUAPE;;LOURIVAL CORREA;716,00;R   EMILIA MARENGO 00754 E 762;29/06/2016;VANESSA SALLUM CUNHA;;;;
junho;SEL-G               ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.12.252-00;2003-1.025.882-7;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;23/09/2003;;"C1.2; C2.3; R201";;Z2.;JARDIM ARICANDUVA;;WALDOMIRO DA ROCHA OLIVEIRA;2.306,90;AV  ARICANDUVA 005250 5260;30/06/2016;FRANCISCO JOSE DA CRUZ;;;;
junho;SEL-G               ;BUTANTA                       ;2016.10.326-00;2003-1.057.918-6;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/11/2003;;"I1; S2.1";;Z2.;JD MARIA DO CARMO;;JOSE ANTONIO DE OLIVEIRA CHRISTO.-;473,86;R   BARTOLOME CARDUCHO 000176 ;03/06/2016;ROBERTO CABREIRA FILHO;;;;
junho;SEL-G               ;CAMPO LIMPO                   ;2016.10.259-00;2003-1.023.858-3;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;23/09/2003;;"C2.3; S2.1";;Z2.;JD GERMANIA;;AVANIR RODRIGUES VICENTE;335,00;ES  DE ITAPECERICA 03065 3067;02/06/2016;JURANDIR MARTINIANO DA SILVA;;;;
junho;SEL-G               ;CIDADE TIRADENTES             ;2016.10.324-00;2015-0.263.101-2;AUTO DE REGULARIZACAO;02/10/2015;;EHIS;;Z8-100/1-001.;CIDADE TIRADENTES;;CIA DESENV HABITAC E URBANO DO EST SAO PAULO CDHU;2.891,01;R   ARROIO ITAPORORO 099999 LT 02 E 03 QD 5;03/06/2016;AGUINALDO LOPES QUINTANA NETO;;CATIA HELENA SOARES FIGUEIREDO;;
junho;SEL-G               ;CIDADE TIRADENTES             ;2016.10.325-00;2015-0.263.101-2;ALVARA DE DESDOBRO DE LOTE;02/10/2015;;EHIS;;Z8-100/1-001.;CIDADE TIRADENTES;;CIA DESENV HABITAC E URBANO DO EST SAO PAULO CDHU;2.891,01;R   ARROIO ITAPORORO 099999 LT 02 E 03 QD 5;03/06/2016;AGUINALDO LOPES QUINTANA NETO;;CATIA HELENA SOARES FIGUEIREDO;;
junho;SEL-G               ;CIDADE TIRADENTES             ;2016.11.507-00;2015-0.260.549-6;AUTO DE REGULARIZACAO;30/09/2015;;EHIS;;  ;SANTA ETELVINA I VIA;;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO;12.476,83;R   JOSE FRANCISCO BRANDAO 000542 LT 01 A 5 QD 3F;21/06/2016;CELSO APARECIDO SAMPAIO;;;;
junho;SEL-G               ;ERMELINO MATARAZZO            ;2016.12.251-00;2003-1.018.673-7;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;18/09/2003;;C2.3;;Z2.;PONTE RASA;;AMAURI MARINO;3.444,00;AV  AMADOR BUENO DA VEIGA 04668 ;30/06/2016;CLICIA MARIA SANTOS LEITE;;;;
junho;SEL-G               ;ITAQUERA                      ;2016.10.335-00;2003-1.032.152-9;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;30/09/2003;;I2;;Z6-063.;JD BRASILIA;;SCARABELLI  ADMINISTRACAO DE BENS PROPRIOS LTDA;4.021,37;AV  OSVALDO VALLE CORDEIRO 01121 ;03/06/2016;FRANCISCO JOSE DA CRUZ;;;;
junho;SEL-G               ;JABAQUARA                     ;2016.12.169-00;2003-1.021.834-5;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;22/09/2003;;E2.5;;Z2.;AMERICANOPOLIS;;MITRA DIOCESANA DE SANTO AMARO;979,77;AV  ENGO ARMANDO DE ARRUDA PEREIRA 4720 37 41 E 45;29/06/2016;ANKI MARIA JOSEFA LANGERMANS;;;;
junho;SEL-G               ;LAPA                          ;2006.30.906-01;2007-0.310.633-0;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;02/10/2007;;NR2-02;;Z6-011.;BARRAFUNDA;1.406,27;MINKSI DIG. E PART. LTDA/ MFM DADOS E PART. LTDA/GSA SERV.;7.779,58;R   ROBERT BOSCH 280 ;17/06/2016;SANRLEI DAIANE DA SILVA POLINI;;;;B: 1 P: 2 U: 0
junho;SEL-G               ;LAPA                          ;2016.10.334-00;2003-1.057.318-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;21/11/2003;;E2.5;;Z3-076.;LAPA;;P0179 MITRA ARQUIDIOCESANA DE SAO PAULO;1.500,00;PC  CORNELIA 000000 DEP DO N101;03/06/2016;;;;;
junho;SEL-G               ;MOOCA                         ;2016.10.700-00;2003-1.047.612-3;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;19/11/2003;;S2.8;;Z8-CR4 LIND. Z2.;TATUAPE;;GILBERTO LEYSSIEUX CAMPANELLA E OUTROS;2.147,95;AV  AIRTON PRETINI 000095 115;08/06/2016;CAIO TAVARES;;;;
junho;SEL-G               ;PINHEIROS                     ;2016.11.748-00;2014-0.160.048-0;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;06/06/2014;;"R2V-01; NR1-02";;Z13-005.;PINHEIROS;8.398,84;EXTO PLANO EMPREENDIMENTOS IMOBILIARIOS LTDA.;1.039,00;R   PAULISTANIA 00117 ;24/06/2016;ROGER MIOTTO;;ROGER MIOTTO;;B: 1 P: 16 U: 112
junho;SEL-G               ;SANTANA/ TUCURUVI              ;2016.10.331-00;2003-1.017.558-1;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;17/09/2003;;"C2; E2.5";;Z2.;IMIRIM;;AGOSTINHO SILVA FILHO;661,45;AV  IMIRIM 002774 2784;03/06/2016;VERA ALICE OLIVEIRA DOS SANTOS;;;;
junho;SEL-G               ;SANTO AMARO                   ;2016.10.199-00;2015-0.260.568-2;AUTO DE REGULARIZACAO;30/09/2015;;EHIS;;Z3-221.;SANTO AMARO;;PREFEITURA DO MUNICIPIO DE SAO PAULO;4.963,72;R   MIN    ROBERTO CARDOSO ALVES 00105 127 E 185;01/06/2016;PATRICIA CALABUIG CHAPINA LIMA;;CELSO APARECIDO SAMPAIO;;
junho;SEL-G               ;SANTO AMARO                   ;2016.10.332-00;2003-1.034.618-1;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;07/10/2003;;"C2.2; S2.1";;Z4-062.;BROOKLIN;;JACYRA GUERRA PIRES;1.000,00;R   PRINCESA ISABEL 00226 232;03/06/2016;;;;;
junho;SEL-G               ;SANTO AMARO                   ;2016.12.166-00;2003-1.044.389-6;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;13/11/2003;;S2.2;;Z3-232.;CAMPO GRANDE;;ALI HUSSEIN IBRAHIN TAHA;254,82;R   PROFA  MARIA DE LOURDES DE S.NOGUEIRA 00081 ;29/06/2016;EVANDRO LUIZ DE MELLO FORTUNATO;;;;
junho;SEL-G               ;SANTO AMARO                   ;2016.12.172-00;2003-1.020.556-1;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;19/09/2003;;"C2.2; S1.1";;Z2.;PRQJABAQUARA;;RAUL VAZ ALVES EMPRESA INDIVIDUAL;360,00;AV  DOUTOR LINO DE MORAES LEME 00171 175;29/06/2016;MASAHARU HAGIHARA;;;;
junho;SEL-G               ;SAO MIGUEL                    ;2016.10.333-00;2003-1.027.056-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/09/2003;;E2.1;;Z3-037.;SAO MIGUEL;;ESPEDITO NOGUEIRA MARINHO;274,95;R   INHABATA 00065 ;03/06/2016;WILSON PEREIRA DA COSTA;;;;
junho;SEL-G               ;SAO MIGUEL                    ;2016.11.050-00;2015-0.338.428-0;AUTO DE REGULARIZACAO;18/12/2015;;EHIS;;ZEIS-1      1061    SUBPREFEITURA 23  L;VILA JACUI;;CIA DESENV HABITAC E URBANO DO EST SAO PAULO CDHU;8.755,57;R   JOAO BATISTA CALOGERAS 000146 ;14/06/2016;AGUINALDO LOPES QUINTANA NETO;;LIENNE MARIA LIARTE;;
junho;SEL-G               ;SAO MIGUEL                    ;2016.11.056-00;2015-0.338.436-1;AUTO DE REGULARIZACAO;18/12/2015;;EHIS;;ZEIS-1      1061    SUBPREFEITURA 23  L;VILA JACUI;;CIA DESENV HABITAC E URBANO DO EST SAO PAULO CDHU;7.388,87;R   JOAO BATISTA CALOGERAS 000146 ;14/06/2016;AGUINALDO LOPES QUINTANA NETO;;LIENNE MARIA LIARTE;;
junho;SEL-G               ;SAPOPEMBA                     ;2015.29.697-01;2016-0.093.482-6;APOSTILAMENTO DE AUTO DE REGULARIZACAO;19/04/2016;;EHIS;;Z2.;ITAQUERA;;CIA DESENV HABITAC E URBANO DO EST SAO PAULO CDHU;4.285,96;R   FRANCESCO CIAMPI 000025 57;10/06/2016;;;;;
junho;SEL-G               ;SE                            ;2016.10.264-00;2003-1.050.730-4;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;20/11/2003;;"I1; S3.2";;  ;BOM RETIRO;;LUIZ CARLOS BACCELLI;841,25;R   GENERAL FLORES 402 ;02/06/2016;;;;;
junho;SEL-G               ;VILA MARIANA                  ;2016.10.322-00;2003-1.002.395-1;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;23/07/2003;;C2.3;;Z8-CR4 LIND. Z1.;SAUDE;;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4.282,69;AV  JOSE MARIA WHITAKER 000600 620;03/06/2016;SERGIO ANTONIO MARRA;;;;
junho;SEL/GTEC            ;BUTANTA                       ;2015.27.009-01;2016-1.000.029-0;APOSTILAMENTO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;17/05/2016;;NR2-19;;  ;VL JAGUARE;;DR.OETKER BRASIL LTDA;32.674,00;R   JOAQUIM LAPAS VEIGA 239 VL JAGUARE;03/06/2016;;;;;
