Mês ;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades";;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.10.318-00;2018-0.044.769-4;ALVARA DE AUTORIZACAO;02/05/2018;073.284.0002-1;NR3-04;;ZONA DE OCUPACAO ESPECIAL.;SANTANA;;FRANCAL FEIRAS E EMPREENDIMENTOS LTDA;;AV  OLAVO FONTOURA 1209 ANHEMBI PAV.OESTE;25/06/2018;HUGO AURELIO IRVOLINO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.10.320-00;2018-0.037.872-2;ALVARA DE AUTORIZACAO;11/04/2018;073.284.0002-1;NR3-04;;ZONA ESPECIAL DE PRESERVACAO CULTURAL.;SANTANA;;CONSULFARMA SOLUÇÕES INTELIGENTES PARA O MERC MAGISTRAL LTDA;;AV  OLAVO FONTOURA 1209 ANHEMBI PAV.OESTE;25/06/2018;"LUIS GASPAR MANZONI RIGONI; HELDER LOPES SOARES; WESLANIA PAULA DOS SANTOS";;WESLANIA PAULA DOS SANTOS;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.10.438-00;2018-0.047.549-3;ALVARA DE AUTORIZACAO;08/05/2018;073.284.0002-1;NR3-04;;ZONA DE OCUPACAO ESPECIAL.;SANTANA;;JUMP EVENTOS E PRODUÇÕES CULTURAIS LTDA;;AV  OLAVO FONTOURA 1209 ANHEMBI PAV.OESTE;26/06/2018;CLAUDIO RODRIGUES BEDUSCKI;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTO AMARO                   ;2017.12.084-04;2018-0.053.242-0;RENOVACAO DE ALVARA DE AUTORIZACAO;23/05/2018;087.079.0071-6;NR3-04;;Z3-223.;SANTO AMARO;;IGREJA MUNDIAL DO PODER DE DEUS;;R   BENEDITO FERNANDES 169 ;28/06/2018;"LUIZ CARLOS CARNEIRO DA FONSECA; MESAQUE MOTA BISPO";;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTO AMARO                   ;2018.08.973-00;2018-0.030.272-6;ALVARA DE AUTORIZACAO;22/03/2018;087.379.0055-2;NR2-08;;ZONA ESPECIAL DE PROTECAO AMBIENTAL.;VILA CRUZEIRO;;CAIO RACY MATTAR;;R   DR     VITO ROLIM DE FREITAS 00421 ;06/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTO AMARO                   ;2018.08.974-00;2018-0.040.719-6;ALVARA DE AUTORIZACAO;19/04/2018;087.379.0055-2;NR2-08;;ZONA ESPECIAL DE PROTECAO AMBIENTAL.;VILA CRUZEIRO;;JOÃO PASCON FILHO;;R   DR     VITO ROLIM DE FREITAS 00421 ;06/06/2018;EDUARDO SALVADOR DE OLIVEIRA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTO AMARO                   ;2018.08.978-00;2018-0.041.914-3;ALVARA DE AUTORIZACAO;24/04/2018;086.009.0030-1;NR3-04;;ZONA DE CENTRALIDADE POLAR - B.;BROOKLIN;;ASSOCIACAO DOS EMP. MORAD. DO BROOKLIN -  AEMB;;R   PRINCESA ISABEL 202 QUARTEIRAO /;06/06/2018;ROBERTO HERNANDEZ ANDRADES;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTO AMARO                   ;2018.10.699-00;2018-0.044.777-5;ALVARA DE AUTORIZACAO;02/05/2018;087.379.0055-2;NR2-08;;Z1-023.;VILA CRUZEIRO;;PONTO ORG ORGANIZAÇÃO DE EVENTOS LTDA-ME;;R   DR     VITO ROLIM DE FREITAS 00421 ;29/06/2018;DAVID BERG;;DAVID BERG;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTO AMARO                   ;2018.10.701-00;2018-0.055.742-2;ALVARA DE AUTORIZACAO;30/05/2018;087.379.0055-2;NR2-08;;ZONA ESPECIAL DE PROTECAO AMBIENTAL.;VILA CRUZEIRO;;MARIA ANTONIETA GUAZZELLI;;R   DR     VITO ROLIM DE FREITAS 00421 ;29/06/2018;EDUARDO SALVADOR DE OLIVEIRA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SE                            ;2018.08.884-00;2018-0.043.121-6;ALVARA DE AUTORIZACAO;26/04/2018;002.036.0001-0;NR3-04;;Z3-117.;E 401;;SERVICO SOCIAL DO COMERCIO - SESC  PARQUE DOM PEDRO II;;AV  MERCURIO 385 393 395 397 399;05/06/2018;ANTIOGO ASTORGA FILHO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SE                            ;2018.08.979-00;2018-0.043.391-0;ALVARA DE AUTORIZACAO;26/04/2018;005.014.0001-1;NR3-04;;ZONA DE CENTRALIDADE POLAR - B.;CENTRO;;ASSOCIACAO ATLETICA ACADEMICA XI DE AGOSTO;;LG  SAO FRANCISCO 95 LOGRADOURO /;06/06/2018;ROBERTO HERNANDEZ ANDRADES;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SE                            ;2018.09.643-00;2018-0.054.550-5;ALVARA DE FUNCIONAMENTO DE LOCAL DE REUNIAO;28/05/2018;020.012.0103-6;NR2-01;;ZONA MISTA DE MEDIA DENSIDADE.;PACAEMBU;;CINTIA CYBELE BASSIGA EVENTOS - EPP;;AV  PACAEMBU 00061 71 81 E 87;14/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SE                            ;2018.09.972-00;2018-0.041.993-3;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;24/04/2018;020.012.0110-9;NR3-04;;Z2.;BARRA  FUNDA;;ESPAÇO FABRIQUE DANCETERIA E EVENTOS EIRELLI;;R   BARRA FUNDA 1071 ;19/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SE                            ;2018.10.152-00;2018-0.052.173-8;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;21/05/2018;008.018.0069-2;NR2-08;;ZONA DE CENTRALIDADE POLAR - A.;CAMPOS ELISEOS;;INSTITUTO PORTO SEGURO;;AL  BARAO DE PIRACICABA 740 ;21/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SE                            ;2018.10.153-00;2018-0.052.174-6;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;21/05/2018;008.018.0068-4;NR2-08;;Z3-100.;CAMPOS ELISEOS;;INSTITUTO PORTO SEGURO;;AL  NOTHMANN 00316 ;21/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SE                            ;2018.10.693-00;2018-0.044.820-8;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;02/05/2018;007.077.1762-0;NR2-08;;ZONA MISTA DE ALTA DENSIDADE - B.;VILABUARQUE;;SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRA;;R   DOUTOR VILA NOVA 245 ;29/06/2018;"MITUAKI UEMURA; CARLOS EDUARDO CARRARA";;;;;;;
Junho;SMUL/SEGUR/DLR      ;SE                            ;2018.10.694-00;2018-0.048.308-9;ALVARA DE AUTORIZACAO;09/05/2018;018.001.0006-1;NR3-04;;ZONA DE CENTRALIDADE POLAR - A.;BOM RETIRO;;SAO PAULO SECRETARIA MUNICIPAL DE CULTURA;;AV  SANTOS DUMONT 843 CENTRO ESP. TIETE /;29/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIA/ VILA GUILHERME     ;2018.10.205-00;2018-0.041.900-3;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;24/04/2018;304.043.0013-5;NR3-04;;ZONA ESPECIAL DE INTERESSE SOCIAL - 3.;VILA GUILERME;;CENTER NORTE S/A CONST. EMPREEND. ADM. PARTIC.;;AV  ZAKI NARCHI 00500 ;22/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.08.762-00;2018-0.036.694-5;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;09/04/2018;039.173.0038-9;NR2-08;;ZONA MISTA DE ALTA DENSIDADE - A.;VILA MARIANA;;RISHO ROSSEI KAI DO BRASIL;;R   DOUTOR JOSE ESTEFNO 00040 ;04/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.08.772-00;2001-0.147.367-9;RECONSIDERACAO DE DESPACHO DE ALVARA DE FUNCIONAMENTO DE LOCAL DE REUNIAO;27/07/2001;041.051.0046-7;NR3-04;;  ;VILA CLEMENTINO;;IPE CLUBE;;R   IPE 000103 112;04/06/2018;"MARCELO JOSE GAMEIRO GONCALVES; JULIO ANTONIO PEREZ VERA";;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.08.874-00;2018-0.036.372-5;ALVARA DE AUTORIZACAO;06/04/2018;036.144.0003-4;NR3-04;;Z8-014.;IBIRAPUERA;;REED EXHIBITIONS ALCANTARA MACHADO LTDA;;AV  PEDRO ALVARES CABRAL 99999 PAVILHAO OCA;05/06/2018;CLAUDIO RODRIGUES BEDUSCKI;;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.08.987-00;2018-0.038.944-9;ALVARA DE AUTORIZACAO;13/04/2018;036.144.0003-4;NR3-04;;Z8-014.;IBIRAPUERA;;GRUPO DE APOIO AO ADOLESCENTE E A CRIANCA COM CANCER;;AV  PEDRO ALVARES CABRAL 99999 PAVILHAO OCA;06/06/2018;"ALESSANDRA CERQUEIRA MENZEL                                 ; PAULO ROBERTO MONTEIRO";;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.09.545-00;2010-0.200.917-7;CERTIFICADO DE ACESSIBILIDADE;22/07/2010;037.098.0001-3;NR3-04;;Z2.;PARAISO;;MITRA ARQUIDIOCESANA DE SÃO PAULO;;R   TUTOIA 01125 ;13/06/2018;LUCIANA CHIQUINI FORTES;;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.10.156-00;2018-0.053.846-0;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;24/05/2018;045.252.0002-2;NR2-01;;Z2.;INDIANOPOLIS;;MOTT  RESTAURANTE LTDA - ME;;AL  DOS NHAMBIQUARAS 01983 ;21/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.10.157-00;2018-0.041.778-7;ALVARA DE AUTORIZACAO;24/04/2018;036.144.0003-4;NR3-04;;Z8-014.;IBIRAPUERA;;EDSON POTSCH MAGALHAES NET;;AV  PEDRO ALVARES CABRAL 99999 PAVILHAO OCA;21/06/2018;EMILIO IONATA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.10.207-00;2018-0.032.529-7;ALVARA DE AUTORIZACAO;28/03/2018;036.056.0007-7;NR3-04;;Z8-014.;VILA MARIANA;;SAGAZ ESPORTES LTDA - ME;;R   CURITIBA 290 MODELODROMO /;22/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.10.210-00;2018-0.038.959-7;ALVARA DE AUTORIZACAO;13/04/2018;036.010.0279-5;NR3-04;;Z5-004.;BELA VISTA;;SERVIÇO SOCIAL DO COMERCIO - SESC;;R   LEONCIO DE CARVALHO 100 ;22/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.10.215-00;2018-0.041.700-0;ALVARA DE AUTORIZACAO;24/04/2018;041.093.0026-6;NR3-04;;Z1-019.;MOEMA;;VGS PRODUCOES S/A;;AL  IRAE 35 PQ. DAS BICICLETAS;22/06/2018;JOAO CARLOS MENONCELLO DE CAMPOS;;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.10.218-00;2018-0.048.480-8;ALVARA DE AUTORIZACAO;10/05/2018;042.105.0025-9;NR3-04;;ZONA DE CENTRALIDADE POLAR - B.;/ VILA MARIANA;;R2C COMÉRCIO E PRODUÇÕES LTDA - ME;;R   DOMINGOS DE MORAIS 2564 SHOPPING - ESTAC.-G4;22/06/2018;"FLAVIO AMERICO CURTO JACOME DA PAZ; RODRIGO DA SILVA VIEIRA; LUCIANO MARTINS";;LUCIANO MARTINS;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.10.315-00;2018-0.050.741-7;ALVARA DE AUTORIZACAO;16/05/2018;036.056.0004-2;NR3-04;;CLUBE ESPORTIVO SOCIAL.;MOEMA;;CIRCULO MILITAR DE SAO PAULO;;R   ABILIO SOARES 1589 ;25/06/2018;"JOAO JOSE BARRICO DE SOUZA; AIDA MARTINS CASIMIRO VARUZZI";;;;;;;
Junho;SMUL/SEGUR/DLR      ;VILA MARIANA                  ;2018.10.581-00;2008-0.215.462-6;CERTIFICADO DE ACESSIBILIDADE;18/07/2008;045.082.0088-5;NR3-04;;  ;CASIMIRO DA ROCHA;;PAROQUIA SANTA RITA DE CASSIA;;PC  SANTA RITA DE CASSIA 000133 ESQ AV SEN;28/06/2018;"CARLOS GILBERTO GONCALVES FILHO; ARISTHEU MORAES DE SEIXAS; AMAURI ANTONIO PEREIRA; CLAUDIO DESONTINI";;CLAUDIO DESONTINI;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.08.980-00;2018-0.041.891-0;ALVARA DE AUTORIZACAO;24/04/2018;361449999999;NR3-04;;ZONA NAO DEFINIDA.;IBIRAPUERA;;CENTRO DE INTEGRACAO EMPRESA-ESCOLA - CIEE;;AV  PEDRO ALVARES CABRAL 9999 PAVILHAO BIENAL;06/06/2018;IRACI FERREIRA DOS REIS RONDELLI NOGUEIRA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.08.982-00;2018-0.042.423-6;ALVARA DE AUTORIZACAO;25/04/2018;14700100019;NR3-04;;ZONA MISTA DE MEDIA DENSIDADE.;VILA MATILDE;;WORLD EXCEL TERCEIRIZACAO DE SERVICOS LTDA-ME;;AV  ARICANDUVA 5555 ;06/06/2018;CLAUDIO RODRIGUES BEDUSCKI;;;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.08.985-00;2018-0.048.312-7;ALVARA DE AUTORIZACAO;09/05/2018;1752329999999;NR3-04;;ZONA NAO DEFINIDA.;PARQUE AMERICA;;SAO PAULO SECRETARIA MUNICIPAL DE CULTURA;;R   PROFESSOR OSCAR BARRETO FILHO 99999 ALT. NUM. 252 / ;06/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.08.986-00;2018-0.048.294-5;ALVARA DE AUTORIZACAO;09/05/2018;10709999999;NR3-04;;ZONA NAO DEFINIDA.;CENTRO;;SAO PAULO SECRETARIA MUNICIPAL DE CULTURA;;AV  SAO JOAO 99999 ALT. NUM 70 / ;06/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.10.208-00;2018-0.048.317-8;ALVARA DE AUTORIZACAO;09/05/2018;70889999999;NR3-04;;ZONA NAO DEFINIDA.;REPUBLICA;;SAO PAULO SECRETARIA MUNICIPAL DE CULTURA;;PC  DA REPUBLICA 99999 ALTURA NUM. 347 / ;22/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.10.209-00;2018-0.041.777-9;ALVARA DE AUTORIZACAO;24/04/2018;3614499999999;NR3-04;;ZONA NAO DEFINIDA.;SANTANA;;R.LIV SOLUÇÕES EM EVENTOS EIRELI;;AV  OLAVO FONTOURA 1209 ANHEMBI;22/06/2018;EMILIO IONATA;;EMILIO IONATA;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.10.212-00;2018-0.048.314-3;ALVARA DE AUTORIZACAO;09/05/2018;80619999999;NR3-04;;ZONA NAO DEFINIDA.;SANTA CECILIA;;SAO PAULO SECRETARIA MUNICIPAL DE CULTURA;;AL  BARAO DE LIMEIRA 99999 ALTURA NUM. 117 /;22/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.10.316-00;2018-0.043.241-7;ALVARA DE AUTORIZACAO;26/04/2018;602799999;NR3-04;;ZONA DE CENTRALIDADE POLAR - B.;CENTRO;;BANCO DE EVENTOS S/C LTDA;;PQ  ANHANGABAU 99999 ;25/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.10.579-00;2018-0.048.307-0;ALVARA DE AUTORIZACAO;09/05/2018;60649999999;NR3-04;;ZONA NAO DEFINIDA.;REPUBLICA;;SAO PAULO SECRETARIA MUNICIPAL DE CULTURA;;AV  IPIRANGA 99999 ALT. NUM. 210 /;28/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.10.697-00;2018-0.055.665-5;ALVARA DE AUTORIZACAO;30/05/2018;90289999999;NR3-04;;ZONA NAO DEFINIDA.;BELA VISTA;;CATRACA PROD.EVENTOS SERV.E LOCACOES LTDA;;AL  RIO CLARO 99999 ;29/06/2018;WESLANIA PAULA DOS SANTOS;;;;;;;
Junho;SMUL/SEGUR/DLR      ;;2018.10.703-00;2018-0.024.385-1;ALVARA DE AUTORIZACAO;08/03/2018;171059999999;NR3-04;;ZONA NAO DEFINIDA.;CANINDE;;URBAN STAGE EVENTOS LTDA;;R   COMENDADOR NESTOR PEREIRA 33 PORTUGUESA DESPORTOS;29/06/2018;FAUSTO ARANTES RECHE;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;ARICANDUVA/ FORMOSA/ CARRAO     ;2010.35.318-04;2017-0.099.574-6;RECONSIDERACAO DE DESPACHO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;20/06/2017;055.229.0001-6;NR2-03; ZCP-B/003;Z3-148.;VILA FORMOSA;;CENTRO AUTOMOTIVO VILA FORMOSA LTDA;;AV  DOUTOR EDUARDO COTCHING 02203 ;06/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;BUTANTA                       ;2018.09.822-00;2017-0.124.021-8;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;04/08/2017;160.067.0100-5;NR2-03; ZC;ZONA MISTA DE MEDIA DENSIDADE.;POSTO DE GASOLINA;;AUTO POSTO MARAPE LTDA;;AV  ESCOLA POLITECNICA 003600 ;18/06/2018;RENATA OLIVEIRA E SILVA;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;BUTANTA                       ;2018.09.823-00;2017-0.124.021-8;CERTIFICADO DE ESTANQUEIDADE;04/08/2017;160.067.0100-5;NR2-03; ZC;ZONA MISTA DE MEDIA DENSIDADE.;POSTO DE GASOLINA;;AUTO POSTO MARAPE LTDA;;AV  ESCOLA POLITECNICA 003600 ;18/06/2018;RENATA OLIVEIRA E SILVA;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;CAPELA DO SOCORRO             ;2018.09.820-00;2017-0.133.189-2;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;22/08/2017;163.106.0026-4;NR2-03; ZCLP/009 LINDEIRA A ZM-P;ZONA MISTA DE PROTECAO AMBIENTAL.;CIDADE DUTRA;;AUTO POSTO JARDIM CLIPPER II LTDA;;R   FREDERICO RENE DE JAEGHER 000905 ;18/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;CAPELA DO SOCORRO             ;2018.09.821-00;2017-0.133.189-2;CERTIFICADO DE ESTANQUEIDADE;22/08/2017;163.106.0026-4;NR2-03; ZCLP/009 LINDEIRA A ZM-P;ZONA MISTA DE PROTECAO AMBIENTAL.;CIDADE DUTRA;;AUTO POSTO JARDIM CLIPPER II LTDA;;R   FREDERICO RENE DE JAEGHER 000905 ;18/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;CIDADE ADEMAR                 ;2013.05.082-01;2017-0.101.351-3;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;22/06/2017;173.095.0031-7;NR2-03; ZCA;ZONA MISTA DE PROTECAO AMBIENTAL.;PEDREIRA;;POSTO DE SERVICOS JOHNNY LTDA;;R   DAS CAMBEVAS 00311 ;19/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;ERMELINO MATARAZZO            ;2018.09.374-00;2006-0.159.070-4;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;13/06/2006;111.392.0038-1;NR2-03; ZCP-A/013;Z2.;ERMELINO MATARAZZO;;AUTO POSTO QUINTO EIRELI;;AV  SAO MIGUEL 06095 ;12/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;FREGUESIA/ BRASILANDIA         ;2018.09.826-00;2017-0.185.383-0;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;20/12/2017;104.179.0004-9;NR2-03; ZCP-A/002;ZONA DE CENTRALIDADE POLAR - A.;FREGUESIA DO O;;CENTRO DE ABASTECIMENTO GAS MILENA LTDA;;AV  OTAVIANO ALVES DE LIMA 03926 ;18/06/2018;RICARDO FRATIC BACIC JUNIOR;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;FREGUESIA/ BRASILANDIA         ;2018.09.827-00;2017-0.185.383-0;CERTIFICADO DE ESTANQUEIDADE;20/12/2017;104.179.0004-9;NR2-03; ZCP-A/002;Z6-059.;FREGUESIA DO O;;CENTRO DE ABASTECIMENTO GAS MILENA LTDA;;AV  OTAVIANO ALVES DE LIMA 03926 ;18/06/2018;RICARDO FRATIC BACIC JUNIOR;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;LAPA                          ;2018.09.376-00;2011-0.309.052-2;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;31/10/2011;012.087.0072-3;NR2-03; ZM-3A/006;Z8-CR2 LIND. Z18.;PERDIZES;;AUTO POSTO JARDIM DAS BANDEIRAS LTDA;;R   HEITOR PENTEADO 00920 ;12/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;LAPA                          ;2018.09.409-00;2013-0.277.834-6;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;23/09/2013;012.087.0072-3;NR2-03; ZM-3A/006;Z8-CR2 LIND. Z18.;PERDIZES;;AUTO POSTO JARDIM DAS BANDEIRAS LTDA;;R   HEITOR PENTEADO 00920 ;12/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;LAPA                          ;2018.09.410-00;2017-0.125.419-7;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;08/08/2017;078.431.0027-1;NR2; ZPI-1;Z6-007.;VILA JAGUARA;;LUMINAR TINTAS E VERNIZES LTDA;;R   IRINEU JOSE BORDON 00408 ;12/06/2018;GUARACI CESAR PEREIRA POLENGHI;;GUARACI CESAR PEREIRA POLENGHI;;;;;
Junho;SMUL/SEGUR/DMIS     ;MOOCA                         ;2018.09.375-00;2018-0.037.642-8;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;11/04/2018;196.018.0631-7;NR2-25; ZM;ZONA MISTA DE ALTA DENSIDADE - A.;BELENZINHO;;TITAN PNEUS DO BRASIL LTDA;;R   DOS PRAZERES 106 E 284;12/06/2018;JEFFERSON SILVA ROMANO;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;PENHA                         ;2018.09.371-00;2017-0.144.695-9;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;18/09/2017;062.185.0033-0;NR2-03; ZCP-A/001;Z8-CR4 LIND. Z6.;PENHA;;TRI AUTO POSTO LTDA;;R   VEREADOR CID GALVAO DA SILVA 00310 ;12/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;PENHA                         ;2018.09.372-00;2017-0.144.695-9;CERTIFICADO DE ESTANQUEIDADE;18/09/2017;062.185.0033-0;NR2-03; ZCP-A/001;Z8-CR4 LIND. Z6.;PENHA;;TRI AUTO POSTO LTDA;;R   VEREADOR CID GALVAO DA SILVA 00310 ;12/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;PINHEIROS                     ;2018.08.944-00;2018-0.039.263-6;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;16/04/2018;299.023.0110-8;NR1-04; ZM;ZONA MISTA DE MEDIA DENSIDADE.;JD PAULISTANO;;DEUTSCHE BANK S/A BANCO ALEMAO;;AV  BRIGADEIRO FARIA LIMA 3900 ;06/06/2018;ADRIANA SEMENICHIN BURLE;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;PINHEIROS                     ;2018.08.950-00;2017-0.136.453-7;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;29/08/2017;299.021.0376-4;NR3; ZM;Z2.;ITAIM BIBI;;CONDOMINIO VISTA FARIA LIMA;;R   PROF ATILIO INNOCENTI 165 ;06/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;PINHEIROS                     ;2018.09.824-00;2017-0.059.084-3;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;06/04/2017;299.077.0015-9;NR2-03; ZCL-B LINDEIRA A ZM-3B;Z8-CR2 LIND. Z4.;ITAIM BIBI;;POSTO DE SERVICOS IRMAOS REIS LTDA;;AV  SANTO AMARO 001280 ;18/06/2018;THIAGO BOMFIM DOS SANTOS;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;PINHEIROS                     ;2018.09.969-00;2017-0.059.082-7;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;06/04/2017;299.077.0015-9;NR2-03; ZCL-B LINDEIRA A ZM-3B;Z8-CR2 LIND. Z4.;ITAIM BIBI;;POSTO DE SERVICOS IRMAOS REIS LTDA;;AV  SANTO AMARO 001280 ;19/06/2018;THIAGO BOMFIM DOS SANTOS;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;PINHEIROS                     ;2018.10.021-00;2017-0.147.621-1;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;22/09/2017;085.657.0682-6;NR3; ZM-2/014;ZONA MISTA DE MEDIA DENSIDADE.;JD. EDITH;;SUBCONDOMINIO THERA CORPORATE;;AV  ENGENHEIRO LUIZ CARLOS BERRINI 00105 ;20/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;PIRITUBA                      ;2018.09.742-00;2018-0.000.964-6;CADASTRO DE TANQUES, BOMBAS  E EQUIPAMENTOS AFINS;04/01/2018;078.333.0036-5;NR2-03; ZM-3A/002;Z2.;JDSTOELIAS;;AUTO POSTO RODEDA LTDA;;AV  ELISIO CORDEIRO DE SIQUEIRA 000191 ;15/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DMIS     ;PIRITUBA                      ;2018.09.743-00;2018-0.000.964-6;CERTIFICADO DE ESTANQUEIDADE;04/01/2018;078.333.0036-5;NR2-03; ZM-3A/002;Z2.;JDSTOELIAS;;AUTO POSTO RODEDA LTDA;;AV  ELISIO CORDEIRO DE SIQUEIRA 000191 ;15/06/2018;;;;;;;;
